S1_1,S1_2,S1_3,S1_4,S1_5,S1_6,S2_1,S2_2,S3_1,S3_2,S4_1,S4_2
0.6160826119630656,0.4705903910289635,0.8675004531460218,0.858422421265459,0.007365226582805917,0.029632339491399762,0.4865247360437479,0.6783356774014919,0.5961312246763555,1.0,0.23600673288910912,0.001261310197463672
0.489576084838518,0.2579250192393374,0.3030995106046248,0.27815660213764204,0.13277866812131833,0.18541552344413503,0.31083213700276247,0.34684680060354367,0.3640793920494616,0.46161228406890586,0.24230103601144037,0.9576645638253893
0.6049767584263464,0.5688423058600165,0.39061083922479156,0.3160069344121439,0.7248610495444154,0.3590939576852179,0.4943441563070792,0.4964017698569023,0.5539705360642984,0.5328835948962478,0.3723477395037662,0.008825225677853155
0.4111392545992203,0.21834573239993915,0.18071415624490328,0.16391216411466303,0.18979097759802244,0.2649838424486006,0.41104900373670716,0.3459433933210221,0.28235338051035797,0.2550101614538107,0.427431782082067,0.9569766960117505
0.5853814679767311,0.1762744163888783,0.9718325176727376,0.8184339786184864,0.14645207488047163,0.14712517529460456,0.4106010161174254,0.8404254227020829,0.7424613029111242,0.5501721801961139,0.17491287546522472,0.940180489675086
0.40916302502228064,0.23025616593986342,0.20398767446113197,0.2148511990753832,0.08807583455563872,0.11557222120609367,0.2332081004308293,0.34354115122823714,0.21804806094451123,0.3293863610701919,0.1953249093191971,0.9547256716082302
0.8056614802235345,0.3012423498366843,0.8414718143922073,0.41935856688814965,0.02059535581520322,0.08121456008757377,0.587719030310609,0.8721678694985258,0.49485594786847287,0.437817545443977,0.2750171878333276,0.0034255291025289125
0.598380048430954,0.16520687506817922,0.9925321732835073,0.7834151979195667,0.14617928871030017,0.15124077800101077,0.4240813708420319,0.9924647619830012,0.746363687286248,0.5468414813140043,0.18276001043136603,0.9429543199216681
0.5136805188294602,0.4119544105251407,0.23414899401905132,0.1940190696332138,0.09339516486488719,0.08209865252138115,0.25378498630584545,0.0037676190083857364,0.6183131990214861,0.12610082420678737,0.07287641355105734,0.9415647743287394
0.7513847524141966,0.625462674533992,0.519920246510992,0.30392950014538656,0.11845739421005419,0.17367843424199236,0.2768258040869114,0.4658296461311693,0.4913643407953714,0.5083267472050466,0.24706621464633827,0.9472584258875116
