;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_max_depth;param_max_features;param_min_samples_leaf;param_min_samples_split;param_n_estimators;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
213;4.4873706817626955;0.015443453949879001;0.055480337142944335;0.0015873506823962911;10;log2;4;10;100;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100};0.9994247962119124;0.9994982949985735;0.9995306204723734;0.9995162693576924;0.9996272502448447;0.9995194462570793;6.505791626197302e-05;238
180;4.532883262634277;0.03797687866128365;0.055463743209838864;0.0006010547491899713;10;sqrt;4;2;100;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100};0.9993764243966757;0.9994843203816232;0.9995327738144919;0.9995101831710353;0.9996371219771989;0.9995081647482051;8.386145851672638e-05;240
207;4.477549314498901;0.015195723604865015;0.055207681655883786;0.0016975607723435445;10;log2;4;2;100;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100};0.9993764243966757;0.9994843203816232;0.9995327738144919;0.9995101831710353;0.9996371219771989;0.9995081647482051;8.386145851672638e-05;240
210;4.4998115539550785;0.023310274816523147;0.055184030532836915;0.001219114965482085;10;log2;4;5;100;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100};0.9993764243966757;0.9994843203816232;0.9995327738144919;0.9995101831710353;0.9996371219771989;0.9995081647482051;8.386145851672638e-05;240
183;4.48135232925415;0.019428450199943936;0.05509219169616699;0.0014696246350230314;10;sqrt;4;5;100;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100};0.9993764243966757;0.9994843203816232;0.9995327738144919;0.9995101831710353;0.9996371219771989;0.9995081647482051;8.386145851672638e-05;240
136;21.0297390460968;0.0794353411196056;0.07491002082824708;0.00035271292297019016;5;;1;2;200;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200};0.9680988733740664;0.9725212038689944;0.9746481712529316;0.9709207389338188;0.9690633389643484;0.971050465278832;0.0023572846651707647;244
139;21.040037441253663;0.13040328910137083;0.07587113380432128;0.0012107538906304676;5;;1;5;200;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200};0.9680988733740664;0.9725212038689944;0.9746481712529316;0.9709207389338188;0.9690633389643484;0.971050465278832;0.0023572846651707647;244
142;20.98520917892456;0.08251745390339409;0.07540006637573242;0.0008583625987302279;5;;1;10;200;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200};0.9680988733740664;0.9725212038689944;0.9746481712529316;0.9709207389338188;0.9690633389643484;0.971050465278832;0.0023572846651707647;244
145;21.02828369140625;0.07307495653447696;0.075531005859375;0.0008147199274083675;5;;2;2;200;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200};0.9680988733740664;0.9725212038689944;0.9746481712529316;0.9709207389338188;0.9690633389643484;0.971050465278832;0.0023572846651707647;244
148;21.3535364151001;0.22315087246441107;0.07922801971435547;0.007525452319360475;5;;2;5;200;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200};0.9680988733740664;0.9725212038689944;0.9746481712529316;0.9709207389338188;0.9690633389643484;0.971050465278832;0.0023572846651707647;244
151;21.14233078956604;0.056358428224636235;0.0752596378326416;0.0002801206418404545;5;;2;10;200;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200};0.9680988733740664;0.9725212038689944;0.9746481712529316;0.9709207389338188;0.9690633389643484;0.971050465278832;0.0023572846651707647;244
154;20.956403255462646;0.038640346057814905;0.07505970001220703;0.00037678459310162274;5;;4;2;200;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200};0.9680802770422242;0.9725255753050467;0.9746717952776481;0.970876271891886;0.9690473403488307;0.9710402519731272;0.0023729445831636906;250
157;21.02749629020691;0.1963382868337862;0.07523946762084961;0.00037351015287167725;5;;4;5;200;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200};0.9680802770422242;0.9725255753050467;0.9746717952776481;0.970876271891886;0.9690473403488307;0.9710402519731272;0.0023729445831636906;250
160;21.11194291114807;0.16261409008083733;0.07560601234436035;0.0004292212962443959;5;;4;10;200;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200};0.9680802770422242;0.9725255753050467;0.9746717952776481;0.970876271891886;0.9690473403488307;0.9710402519731272;0.0023729445831636906;250
149;52.96377186775207;0.22904642372272735;0.18443541526794432;0.001325092699488116;5;;2;5;500;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500};0.9680421412675818;0.9722731828189357;0.9749795991286007;0.9704885048274052;0.9691323990062455;0.9709831654097538;0.002447663202405575;253
146;52.98533163070679;0.39839160298020543;0.18439435958862305;0.0007796060488833238;5;;2;2;500;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500};0.9680421412675818;0.9722731828189357;0.9749795991286007;0.9704885048274052;0.9691323990062455;0.9709831654097538;0.002447663202405575;253
152;52.71064591407776;0.23012009545503767;0.1847529888153076;0.0015949982796990135;5;;2;10;500;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500};0.9680421412675818;0.9722731828189357;0.9749795991286007;0.9704885048274052;0.9691323990062455;0.9709831654097538;0.002447663202405575;253
140;52.44467921257019;0.09058472677292546;0.18867173194885253;0.005696469301456631;5;;1;5;500;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500};0.9680421412675818;0.9722725915470769;0.9749795991286007;0.9704885048274052;0.9691309010521967;0.9709827475645723;0.002447827473766055;256
137;52.3980429649353;0.10207827247039863;0.1869943618774414;0.006936761064601126;5;;1;2;500;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500};0.9680421412675818;0.9722725915470769;0.9749795991286007;0.9704885048274052;0.9691309010521967;0.9709827475645723;0.002447827473766055;256
143;52.538480281829834;0.1381833314286793;0.18330912590026854;0.0006050226741373775;5;;1;10;500;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500};0.9680421412675818;0.9722725915470769;0.9749795991286007;0.9704885048274052;0.9691309010521967;0.9709827475645723;0.002447827473766055;256
161;52.973643112182614;0.20427666513577375;0.18430538177490235;0.0006649574680736865;5;;4;10;500;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500};0.9680196370268707;0.9722744879735848;0.974992689382392;0.9704399540738473;0.9691014896339291;0.9709656516181248;0.0024641649921817582;259
155;52.54536356925964;0.1934059932567798;0.18325915336608886;0.0012682634989203843;5;;4;2;500;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500};0.9680196370268707;0.9722744879735848;0.974992689382392;0.9704399540738473;0.9691014896339291;0.9709656516181248;0.0024641649921817582;259
158;52.791686058044434;0.3664338876340686;0.1843703269958496;0.001120984663250605;5;;4;5;500;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500};0.9680196370268707;0.9722744879735848;0.974992689382392;0.9704399540738473;0.9691014896339291;0.9709656516181248;0.0024641649921817582;259
138;10.491140460968017;0.03228521916606625;0.03876938819885254;0.00023110141008227618;5;;1;5;100;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100};0.968556447065862;0.9722346086330582;0.9741802467220132;0.9704067060639516;0.9692708638106194;0.9709297744591009;0.002045797162703897;262
141;10.593614292144775;0.14449757159251897;0.038979959487915036;0.00030363095706036216;5;;1;10;100;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100};0.968556447065862;0.9722346086330582;0.9741802467220132;0.9704067060639516;0.9692708638106194;0.9709297744591009;0.002045797162703897;262
135;10.513653707504272;0.028842096913889892;0.03958892822265625;0.0015787059577673276;5;;1;2;100;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};0.968556447065862;0.9722346086330582;0.9741802467220132;0.9704067060639516;0.9692708638106194;0.9709297744591009;0.002045797162703897;262
147;10.540564823150635;0.048179802797382563;0.03883662223815918;0.0003043560328214546;5;;2;5;100;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100};0.968556447065862;0.9722346086330582;0.9741802467220132;0.9704067060639516;0.9692708638106194;0.9709297744591009;0.002045797162703897;262
150;10.664455795288086;0.13204492785331848;0.03902525901794433;0.00024498700602525257;5;;2;10;100;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100};0.968556447065862;0.9722346086330582;0.9741802467220132;0.9704067060639516;0.9692708638106194;0.9709297744591009;0.002045797162703897;262
144;10.532310104370117;0.06696974570589001;0.0391047477722168;0.00036681804153715423;5;;2;2;100;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100};0.968556447065862;0.9722346086330582;0.9741802467220132;0.9704067060639516;0.9692708638106194;0.9709297744591009;0.002045797162703897;262
153;10.486365842819215;0.013632334624520868;0.03893136978149414;0.00026507492995006787;5;;4;2;100;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100};0.968524140652488;0.9722359216497405;0.9742226756123245;0.9703473004764139;0.9692556322018369;0.9709171341185607;0.002072559859065829;268
159;10.544097185134888;0.06562676506041829;0.03895502090454102;0.00020201246586163513;5;;4;10;100;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100};0.968524140652488;0.9722359216497405;0.9742226756123245;0.9703473004764139;0.9692556322018369;0.9709171341185607;0.002072559859065829;268
156;10.552560663223266;0.1111127934597131;0.038927125930786136;0.00019041424267977804;5;;4;5;100;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100};0.968524140652488;0.9722359216497405;0.9742226756123245;0.9703473004764139;0.9692556322018369;0.9709171341185607;0.002072559859065829;268
98;14.563174104690551;0.018482472416497676;0.17422032356262207;0.0003965779566722103;5;sqrt;2;10;500;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500};0.9626691668309834;0.9638428722983934;0.9633748645466489;0.9610253656543003;0.9649295942516267;0.9631683727163907;0.0012993210259561684;271
125;14.605822563171387;0.12714517018363386;0.17478580474853517;0.00044715831068603285;5;log2;2;10;500;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500};0.9626691668309834;0.9638428722983934;0.9633748645466489;0.9610253656543003;0.9649295942516267;0.9631683727163907;0.0012993210259561684;271
89;14.528863620758056;0.05698823190202774;0.17435917854309083;0.0008117715134785206;5;sqrt;1;10;500;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500};0.9626166818223372;0.9636568410364243;0.963434087927333;0.9610931306114839;0.9649685309393246;0.9631538544673806;0.0012774751848381874;273
116;14.611972284317016;0.0329117251349185;0.17567806243896483;0.0009137824860740317;5;log2;1;10;500;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500};0.9626166818223372;0.9636568410364243;0.963434087927333;0.9610931306114839;0.9649685309393246;0.9631538544673806;0.0012774751848381874;273
92;14.550658369064331;0.05688864166461672;0.1745748519897461;0.0006899617006528678;5;sqrt;2;2;500;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500};0.9625858282187303;0.9636091887586385;0.9633400175266198;0.96104475227541;0.9647970081552057;0.9630753589869208;0.0012395239583244918;275
119;14.611396980285644;0.040149271799876735;0.1750269889831543;0.00019469866695325837;5;log2;2;2;500;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500};0.9625858282187303;0.9636091887586385;0.9633400175266198;0.96104475227541;0.9647970081552057;0.9630753589869208;0.0012395239583244918;275
95;14.550304412841797;0.03670934562411187;0.17509078979492188;0.001062261172572626;5;sqrt;2;5;500;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500};0.9625860302196041;0.963560411723257;0.9633400175266198;0.9610447535112098;0.964797001579774;0.963065642912093;0.001235451556893278;277
122;14.574604177474976;0.03762086331697095;0.17495875358581542;0.00047707931568562254;5;log2;2;5;500;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500};0.9625860302196041;0.963560411723257;0.9633400175266198;0.9610447535112098;0.964797001579774;0.963065642912093;0.001235451556893278;277
113;14.599787187576293;0.033904572243393195;0.17514729499816895;0.0007123238395507661;5;log2;1;5;500;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500};0.9625414763369279;0.9633721788454173;0.9633985601543062;0.9611133114164279;0.9648370081114145;0.9630525069728988;0.0012188534728131122;279
86;14.648233699798585;0.06883802467201698;0.17519822120666503;0.0006015157886884547;5;sqrt;1;5;500;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500};0.9625414763369279;0.9633721788454173;0.9633985601543062;0.9611133114164279;0.9648370081114145;0.9630525069728988;0.0012188534728131122;279
134;14.478112649917602;0.03948740739791322;0.17370548248291015;0.0005878534585593291;5;log2;4;10;500;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500};0.9624149095168036;0.9635309315068832;0.9633547215435936;0.9610030936072217;0.9648870325137535;0.9630381377376512;0.0012877345166092018;281
107;14.948824310302735;0.17956144011226652;0.19008488655090333;0.025703830393086186;5;sqrt;4;10;500;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500};0.9624149095168036;0.9635309315068832;0.9633547215435936;0.9610030936072217;0.9648870325137535;0.9630381377376512;0.0012877345166092018;281
83;14.575154352188111;0.06230895287685789;0.17502565383911134;0.000924277049453849;5;sqrt;1;2;500;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500};0.9625653455131274;0.9633644771271141;0.9633320878278662;0.9610592325383467;0.9647485592460676;0.9630139404505045;0.0012045842868794333;283
110;14.903205585479736;0.20342504219063173;0.17553358078002929;0.0005681765038967417;5;log2;1;2;500;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500};0.9625653455131274;0.9633644771271141;0.9633320878278662;0.9610592325383467;0.9647485592460676;0.9630139404505045;0.0012045842868794333;283
128;14.55669469833374;0.036997867234104795;0.17524003982543945;0.0014075044401515202;5;log2;4;2;500;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500};0.9622641904081461;0.9633610595369074;0.9633585293798705;0.9609901906219084;0.9649264228692109;0.9629800785632087;0.0013075761966287887;285
104;14.530690574645996;0.018216109877185544;0.1750277042388916;0.0010386168290248772;5;sqrt;4;5;500;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500};0.9622641904081461;0.9633610595369074;0.9633585293798705;0.9609901906219084;0.9649264228692109;0.9629800785632087;0.0013075761966287887;285
101;14.6049250125885;0.06577619889782506;0.17436766624450684;0.0009389310870460489;5;sqrt;4;2;500;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500};0.9622641904081461;0.9633610595369074;0.9633585293798705;0.9609901906219084;0.9649264228692109;0.9629800785632087;0.0013075761966287887;285
131;14.529161024093629;0.017049345500286417;0.17616186141967774;0.00316819253731192;5;log2;4;5;500;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500};0.9622641904081461;0.9633610595369074;0.9633585293798705;0.9609901906219084;0.9649264228692109;0.9629800785632087;0.0013075761966287887;285
118;5.850280809402466;0.01141265276825191;0.07308073043823242;0.002266244746056956;5;log2;2;2;200;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200};0.9612763481461464;0.96288952300672;0.9621781921478495;0.9605657737403654;0.9635128592448696;0.9620845392571902;0.0010636436673253614;289
91;5.836015510559082;0.023861697760974583;0.07152223587036133;0.0002254477309679491;5;sqrt;2;2;200;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200};0.9612763481461464;0.96288952300672;0.9621781921478495;0.9605657737403654;0.9635128592448696;0.9620845392571902;0.0010636436673253614;289
112;5.843192434310913;0.005601250620036977;0.07166070938110351;0.0003627837581210578;5;log2;1;5;200;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200};0.961238704268045;0.9624435596787806;0.9625628269115382;0.9607140655370909;0.9633506901468315;0.9620619693084572;0.0009541363479268534;291
85;5.839056158065796;0.02036609695331447;0.07179627418518067;0.0002674410651955353;5;sqrt;1;5;200;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200};0.961238704268045;0.9624435596787806;0.9625628269115382;0.9607140655370909;0.9633506901468315;0.9620619693084572;0.0009541363479268534;291
121;5.858404636383057;0.01295977309031868;0.07180380821228027;0.0006656147841146414;5;log2;2;5;200;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200};0.9612757601881009;0.9627630417332225;0.9621781921478495;0.9605657770275465;0.9635128007911025;0.9620591143775645;0.00104561920921848;293
94;5.8259683609008786;0.013255851291442253;0.07140727043151855;0.00022398576750822343;5;sqrt;2;5;200;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200};0.9612757601881009;0.9627630417332225;0.9621781921478495;0.9605657770275465;0.9635128007911025;0.9620591143775645;0.00104561920921848;293
115;5.846871280670166;0.016663097735945626;0.07400522232055665;0.0037560539365387785;5;log2;1;10;200;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200};0.9610522581156596;0.9625741091797256;0.9625826318100692;0.9606484993650095;0.9633827764183216;0.9620480549777571;0.0010290144839303845;295
88;5.848200845718384;0.04648337500559718;0.07171134948730469;0.0003327008523251982;5;sqrt;1;10;200;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200};0.9610522581156596;0.9625741091797256;0.9625826318100692;0.9606484993650095;0.9633827764183216;0.9620480549777571;0.0010290144839303845;295
109;6.100346612930298;0.06835754237648153;0.07256994247436524;0.00028496390997660877;5;log2;1;2;200;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200};0.961238704268045;0.9625705233958486;0.9624685500589246;0.9604344239598162;0.9635254850392507;0.9620475373443771;0.0010854898655855943;297
82;5.8233085632324215;0.016806774895728526;0.07157816886901855;0.00042115867215136585;5;sqrt;1;2;200;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200};0.961238704268045;0.9625705233958486;0.9624685500589246;0.9604344239598162;0.9635254850392507;0.9620475373443771;0.0010854898655855943;297
97;5.854556226730347;0.019798364549861867;0.07166361808776855;0.00042035073862066463;5;sqrt;2;10;200;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200};0.9610905242506194;0.9628919962277603;0.962199440890056;0.9605050003008844;0.9635461055224458;0.9620466134383532;0.0011204626188672405;299
124;5.836456155776977;0.007343495795908846;0.07262473106384278;0.001859998748844428;5;log2;2;10;200;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200};0.9610905242506194;0.9628919962277603;0.962199440890056;0.9605050003008844;0.9635461055224458;0.9620466134383532;0.0011204626188672405;299
133;5.824565172195435;0.006966676869798421;0.0726438045501709;0.0019537240942870088;5;log2;4;10;200;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200};0.9608822171191349;0.962743833170667;0.9622762416294979;0.9603486321630857;0.9635262400855449;0.9619554328335861;0.0011769051926400322;301
106;5.844141483306885;0.008548700417091501;0.07185130119323731;0.0002829304508511627;5;sqrt;4;10;200;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200};0.9608822171191349;0.962743833170667;0.9622762416294979;0.9603486321630857;0.9635262400855449;0.9619554328335861;0.0011769051926400322;301
103;5.8486121654510494;0.014454638159509814;0.07229018211364746;0.0014020126729914202;5;sqrt;4;5;200;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200};0.9608854286742232;0.9626397582561097;0.9621501757405467;0.9603140607014486;0.963662440442936;0.9619303727630528;0.0012046553369024528;303
127;5.869121313095093;0.02890331062034036;0.07237629890441895;0.0009564028022467009;5;log2;4;2;200;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200};0.9608854286742232;0.9626397582561097;0.9621501757405467;0.9603140607014486;0.963662440442936;0.9619303727630528;0.0012046553369024528;303
100;5.864565801620484;0.014889182871302479;0.07169742584228515;0.00017606571375683946;5;sqrt;4;2;200;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200};0.9608854286742232;0.9626397582561097;0.9621501757405467;0.9603140607014486;0.963662440442936;0.9619303727630528;0.0012046553369024528;303
130;5.8343579292297365;0.008344929039794552;0.07341208457946777;0.0021648424396423865;5;log2;4;5;200;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200};0.9608854286742232;0.9626397582561097;0.9621501757405467;0.9603140607014486;0.963662440442936;0.9619303727630528;0.0012046553369024528;303
84;2.918458080291748;0.012261812676691485;0.03714756965637207;0.00013357794475842363;5;sqrt;1;5;100;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100};0.9613522210896417;0.9615683690916984;0.9610631351972075;0.959831757652486;0.9621635698529349;0.9611958105767936;0.0007717597098547724;307
111;3.000844144821167;0.07070818754200708;0.03726902008056641;0.0003972809812300376;5;log2;1;5;100;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100};0.9613522210896417;0.9615683690916984;0.9610631351972075;0.959831757652486;0.9621635698529349;0.9611958105767936;0.0007717597098547724;307
90;2.924013090133667;0.00733798868366953;0.03720283508300781;0.0002062675412495695;5;sqrt;2;2;100;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100};0.9614443257366391;0.9615557100586832;0.9607417706697311;0.9594028390569306;0.9625064356387627;0.9611302162321493;0.001030379686600784;309
117;2.932762956619263;0.006794645592296178;0.03776793479919434;0.0007586505621307181;5;log2;2;2;100;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100};0.9614443257366391;0.9615557100586832;0.9607417706697311;0.9594028390569306;0.9625064356387627;0.9611302162321493;0.001030379686600784;309
93;2.912381649017334;0.009166916924880484;0.03697195053100586;0.00012901971127062187;5;sqrt;2;5;100;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100};0.9614443257366391;0.9615557100586832;0.9607417706697311;0.9594028390569306;0.9625063459134279;0.9611301982870823;0.001030355718744167;311
120;2.956080675125122;0.021516620228121588;0.037810993194580075;0.0012230807149906293;5;log2;2;5;100;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100};0.9614443257366391;0.9615557100586832;0.9607417706697311;0.9594028390569306;0.9625063459134279;0.9611301982870823;0.001030355718744167;311
114;2.9483702182769775;0.03975511057937547;0.03773956298828125;0.0009659076161865269;5;log2;1;10;100;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100};0.9607557973971566;0.9616467176940787;0.9612089644968317;0.9597411819906756;0.9622925902502149;0.9611290503657915;0.0008594983652109536;313
87;2.9525149345397947;0.04670232898096884;0.03726296424865723;0.00017326502639782978;5;sqrt;1;10;100;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100};0.9607557973971566;0.9616467176940787;0.9612089644968317;0.9597411819906756;0.9622925902502149;0.9611290503657915;0.0008594983652109536;313
108;2.9886791706085205;0.056769034906261506;0.04762635231018066;0.020721211226455087;5;log2;1;2;100;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};0.9613522210896417;0.9615683690916984;0.9608208341241032;0.959249069544499;0.962554907048214;0.9611090801796311;0.0010865730064857164;315
81;2.8993266582489015;0.006061351351415907;0.03690633773803711;0.00023261530036725308;5;sqrt;1;2;100;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};0.9613522210896417;0.9615683690916984;0.9608208341241032;0.959249069544499;0.962554907048214;0.9611090801796311;0.0010865730064857164;315
123;2.9236381530761717;0.0032005285314486718;0.037836742401123044;0.0006488145976653699;5;log2;2;10;100;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100};0.9608510826446092;0.961634060167053;0.9608941854283974;0.9593175633996941;0.9626345600787671;0.9610662903437042;0.0010877327718285706;317
96;2.915219306945801;0.006060535526605004;0.03774814605712891;0.0015974293279850337;5;sqrt;2;10;100;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100};0.9608510826446092;0.961634060167053;0.9608941854283974;0.9593175633996941;0.9626345600787671;0.9610662903437042;0.0010877327718285706;317
